shark_id,latitude,longitude,datetime,pace_date,original_datetime,step_length,turning_angle,speed_km_day,chlor_a,carbon_phyto,poc,sst,water_depth,eddy_speed
19,-34.78724,20.06839000000002,2025-08-09,2025-08-09,2012-09-13 08:20:24,1786.9458749651078,0.0,255.27798213787253,0.434142379833359,38.15195797486755,90.3226419664667,24.061340439508676,-1818.7273116816402,0.21626742401511043
19,-34.82682,19.71938,2025-08-07,2025-08-07,2012-06-13 14:43:33,32.16704055012983,-0.46167032240172245,0.0,0.23782619269636343,35.270814925701096,89.79289358946,23.93488014991736,-1859.0031981076309,0.23055033885008833
19,-25.0515,34.14499999999998,2025-08-03,2025-08-03,2012-12-14 21:25:45,1761.1584004132874,-2.658958302177604,0.0,0.2703566121352457,47.15889515826917,76.00960166296554,25.798477122388153,-1657.9143611230386,0.20614807419280629
19,-34.82977,19.70537999999999,2025-08-03,2025-08-03,2012-09-18 10:09:13,1762.3996336171704,3.141282343673533,0.0,0.304481909823263,45.82790465175367,102.92237887735963,24.943845712676943,-1866.8082849625932,0.21263937514929185
19,-24.07685,36.47953999999999,2025-08-02,2025-08-02,2013-04-18 05:19:18,2011.8815674095158,3.1163957445534716,0.0,0.32433391286410995,32.83581169705775,119.00752944018464,24.832347905393938,-1550.790668348913,0.22023554190969644
19,-34.76384,19.249480000000005,2025-08-04,2025-08-04,2012-09-12 10:34:52,2043.5719664610574,3.126719674660731,1021.7859832305287,0.38082649850735534,38.64385710314421,85.53706114769396,23.54303374558873,-2493.067893411607,0.2300097374662971
19,-41.491,26.31795,2025-08-10,2025-08-10,2014-05-07 02:31:05,969.7309568464354,1.8257516986066862,161.62182614107257,0.4180030453013238,43.23411342092448,86.23978711781831,23.55304842079272,-3016.597616070707,0.2748908236766809
19,-34.95539,19.73493000000002,2025-08-10,2025-08-10,2012-08-07 13:08:46,926.1008211001382,3.120471185066786,0.0,0.3670124684824208,41.75886169743289,83.09448092938119,24.19302045800882,-3227.213686039094,0.2629697160983766
19,-34.86778,20.09269,2025-08-08,2025-08-08,2012-05-18 14:33:14,34.04543514043276,-2.119649788905544,0.0,0.3595366387658666,39.886190144211795,116.31170420913557,24.25899907522444,-444.6342892737116,0.267828844151804
19,-25.3957672835706,33.19490531249994,2025-08-04,2025-08-04,2013-11-30 19:21:13,1639.5006659492594,0.3857928197009476,0.0,0.4140736032111825,40.974611210645726,108.17271196593295,26.19785874540808,-910.2050917248976,0.2171181310388412
19,-39.44747,27.02189,2025-08-10,2025-08-10,2014-05-05 12:21:32,1665.3029117006647,-2.6106741417364727,277.5504852834441,0.36036526993732465,41.50036550465073,109.7671710602039,25.034351471280228,-3339.270116356505,0.23486158565597293
19,-34.80176,19.717370000000017,2025-08-06,2025-08-06,2012-09-21 10:22:20,827.899500485511,-1.7233437517822197,0.0,0.37107755651326285,49.93496127636652,106.78128776073268,25.847143133377667,-2282.9620267691535,0.25576004985557477
19,-34.71679,20.14584000000002,2025-08-03,2025-08-03,2013-06-08 23:47:06,40.2660413426068,-2.3793485737051965,0.0,0.29271088452759564,39.81300632666931,92.0691242465744,23.353519389843576,-814.403492143294,0.235824717944733
19,-37.60347,16.79592,2025-08-03,2025-08-03,2014-06-19 07:34:33,439.79223065812226,-2.6261062807492865,0.0,0.3040446144942699,34.365654569078494,101.29895741860138,25.585690661537747,-2215.4383279696476,0.2939249838690337
19,-38.11798,17.0364,2025-08-09,2025-08-09,2014-05-16 02:31:55,60.98174689832126,1.2967656958656435,10.163624483053544,0.2727015276482421,30.92072345020184,93.87672007448823,26.17078924924758,-2857.1870478129413,0.2912525077104555
19,-29.19787,32.08368999999999,2025-08-02,2025-08-02,2013-05-07 07:35:52,1706.110537875051,1.6686826189628952,0.0,0.4298262306593065,45.93253922452227,94.07649948982139,24.588133546316964,-1561.2449827897626,0.2080209440926591
19,-34.81174,19.69125000000003,2025-08-08,2025-08-08,2012-06-12 09:42:54,1323.3492487569383,3.031832594897818,220.5582081261564,0.198365377908857,28.650292811746954,93.5838306236752,24.093552442962835,-1652.6860906909092,0.25846751912691823
19,-35.25285,20.25738000000001,2025-08-03,2025-08-03,2013-08-13 15:53:24,71.15310237075794,2.0543320052108838,0.0,0.23798365831921048,47.302471894612424,102.31724196869091,25.37309860322295,-1636.452846516149,0.22604802606830715
19,-34.83643,19.80192999999997,2025-08-06,2025-08-06,2013-08-07 13:42:20,62.1541568401633,3.0628388542481613,20.718052280054433,0.32735703834668683,37.090640988442445,115.41301539901816,24.16048296756188,-1658.9692064798087,0.2318159269870474
19,-34.747,20.179,2025-08-07,2025-08-07,2012-04-15 04:09:05,35.83997644923026,-2.1680622996801615,35.83997644923026,0.1552989382055382,39.432625988165064,109.5089085160119,26.49485122849096,-1942.82945716683,0.21724389454751047
19,-29.09258,31.90879000000001,2025-08-09,2025-08-09,2012-11-24 02:34:20,1271.83576264352,0.21632176551649615,635.91788132176,0.1750166336210387,36.51371778052405,101.26008737999719,27.055398428173557,-1294.9944800999206,0.23387770064165897
19,-29.09721,31.879610000000014,2025-08-07,2025-08-07,2012-11-23 20:41:40,2.8816047304312464,2.8497612229849243,0.0,0.31422088641456364,46.91739563439569,113.2288240125009,22.84393683322136,-1695.3443026559135,0.2734631910739598
19,-29.3638,31.78962999999998,2025-08-07,2025-08-07,2013-05-07 10:45:54,30.902575269800856,1.0879221814904225,0.0,0.4069575567743593,45.3225417271589,121.03808234290912,25.20377634508654,-1199.8351937509985,0.2332422844729436
19,-36.67154,16.49073,2025-08-10,2025-08-10,2014-06-18 06:02:07,1638.632764262037,-0.7996606799401373,546.210921420679,0.47039813874083697,37.50799445806317,103.58213093508856,24.347265408004898,-2292.3608329312183,0.23511221848683905
19,-34.80551,19.6671,2025-08-05,2025-08-05,2013-06-23 13:18:48,353.8595937846592,-3.0560554918338427,0.0,0.33819964311031525,39.96537426678084,104.16307030359827,25.069578257475555,-1557.5242940197468,0.2925220067012091
19,-34.69337,19.20550000000003,2025-08-10,2025-08-10,2012-06-13 09:30:40,43.978175058025954,2.372114743406174,8.79563501160519,0.3690422700044146,42.01721360346369,112.99384327510003,24.728405772765658,-1770.627020240396,0.2995448162474058
19,-25.14032,34.98203000000001,2025-08-03,2025-08-03,2013-01-10 00:09:48,1850.9409799800792,-2.3588013587909473,0.0,0.3305068161933216,42.88042987718098,92.80176950749146,25.159566032673343,-1333.5385490183644,0.2226259259554359
19,-36.54152,17.17852,2025-08-05,2025-08-05,2014-05-18 05:43:15,2114.3130681888438,-3.1164729837714735,1057.1565340944219,0.24925173141164955,43.67454140888145,88.88698775746136,26.189982513755755,-1988.424441367259,0.2295421446886628
19,-23.96357,36.67507000000001,2025-08-05,2025-08-05,2013-04-18 03:50:47,2329.3288521308455,-3.1382337331986547,0.0,0.1,35.26370094538113,81.6151163597024,25.235899178503203,-1302.1254618108167,0.2632368298173286
19,-29.08221,32.00319999999999,2025-08-02,2025-08-02,2012-11-23 07:40:33,734.6624897715619,-2.883542304833038,0.0,0.26908663478472084,39.63243625316995,84.98029015340303,25.258631806203404,-1889.342240140959,0.26201785851270243
19,-29.36687,31.78393,2025-08-02,2025-08-02,2013-05-07 12:07:43,38.13997782485016,0.08343774007832529,0.0,0.4157133897535174,34.520029849751296,101.56093918162968,24.65068587575476,-1583.380138849286,0.21891541993116725
19,-34.80833,19.8553,2025-08-03,2025-08-03,2012-05-11 09:29:30,1274.9962916735042,-0.48646580061219735,1274.9962916735042,0.22662105896867749,36.93339662391759,111.83363635747112,24.658534030606326,-2204.040502466335,0.22453381976581785
19,-33.51935,27.14873,2025-08-04,2025-08-04,2013-05-31 17:25:30,686.0067793488182,2.8885465970292916,686.0067793488182,0.3991199724584881,35.128489428436815,89.94981112176397,27.13638960653345,-2357.5049143915758,0.2520305000927671
19,-25.12578,35.38254999999998,2025-08-08,2025-08-08,2013-01-11 00:03:52,1227.1169493072914,0.6200801332293416,306.77923732682285,0.32236943920531647,30.97632444347543,94.35918996343983,25.58270200042854,-1386.6166640463166,0.27756662809701815
19,-33.65221,16.43991,2025-08-02,2025-08-02,2014-06-14 04:48:28,2060.933846677009,2.7695394922396392,0.0,0.3764732935432027,36.89879883625448,104.87324771736316,26.265018844144414,-2273.9452709046636,0.290897140603105
19,-34.90929,19.57256000000001,2025-08-10,2025-08-10,2012-07-13 17:39:50,319.9488445130041,2.337028161020112,39.99360556412551,0.15695735725597582,42.63398694985771,98.28310300982848,23.833228366687603,-2474.281106611841,0.24042693998938314
19,-34.80248,19.668049999999997,2025-08-07,2025-08-07,2012-08-05 08:54:36,14.730034163142376,1.2229085155168573,0.0,0.15585323853626845,42.06916284411447,104.67199290934178,25.707419849097878,-1846.2253837662342,0.28205842061994646
19,-34.87094,20.03681,2025-08-07,2025-08-07,2012-05-19 12:37:44,34.50574563562229,-1.0248557830758454,0.0,0.447702440201542,40.25520949790143,102.13633202921659,24.570359573599355,-1276.3342325965134,0.28390818117096456
19,-28.86336,32.08357,2025-08-10,2025-08-10,2013-11-21 19:29:16,1317.786069215201,0.646157226178177,439.26202307173367,0.32748103788838356,42.82892812249216,88.07902712506797,24.602929957236572,-1432.4350449659023,0.20228764962891685
19,-34.12537,25.88049999999998,2025-08-02,2025-08-02,2013-06-02 03:37:39,829.2503126251834,-2.9006892578795056,0.0,0.16157727665640192,44.78188154841312,105.50986479464066,24.456784217822218,-1428.9836584241052,0.20027273229606715
19,-29.04274,31.89242000000002,2025-08-04,2025-08-04,2012-11-26 01:35:24,801.9801653305301,3.1399237272722296,400.99008266526505,0.24391620122737434,38.04959560497167,93.68014430644853,25.484562257797847,-1667.437786929612,0.2713462555969157
